Id,Clientes,Transacción,Categoría,Descripción,Precio,TipoContrato,Superficie,Área,Dirección,ÁreaInterior,Habitaciones,Baños,Edad,Edad_prom,Piso,Administración,Barrio,Estrato,Garages,Extras,Latitud,Longitud,PrecioM2,Ascensor,Depósito,ModifyDate,Link
215,Marcela Gonzalez,Venta,Apartamento,"Apartamento en excelentes condiciones, casi nuevo, ha sido muy poco habitado.  ",595000000,Particular,85,85,Cra 50 n 102 a 49 apto 204,,3,3,1 a 8 años,4.5,2,497000,Pasadena,2,2,"Interiores$Balcón, Calentador, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Gimnasio, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Zona Residencial",4.690826892852781,-74.0613479614258,7000000.0,1,1,1/17/2021 2:45:55 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6014070.aspx
216,BIENES INVERSIONES Y PROYECTOS SAS,Venta,Apartamento,"LINDO APARTAMENTO.DOS ALCOBAS DOS BAÑOS SALA COMEDOR  ,  1 PARQUEADERO,  DIAGONAL PARQUE  A PARQUE EXTERIOR.  PRECIO OPORTUNIDAD, .",355000000,Professional,60,60,CARRERA 51 106 67,"60,00 m2",2,2,1 a 8 años,4.5,2,364000,Pasadena,2,1,"Interiores$Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.67395305633545,-74.0869903564453,5916666.67,1,1,3/16/2021 2:03:16 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-3466632.aspx
217,Ines Torres,Venta,Apartamento,"AMPLIO Y COMODO APARTAMENTO. BUEN PRECIO. REMODELADO, CON LUZ NATURAL EN TODOS LOS AMBIENTES. CELADURIA LAS 24 HORAS. DE FACIL DESPLAZAMIENTO POR LA CALLE 100, LA CALLE 116 LA AUTOPISTA NORTE, LA AVENIDA SUBA. LA AVENIDA 68. SECTOR RESIDENCIAL CERCA A VARIOS PARQUES Y SUPERMERCADOS. PRECIO NEGOCIABLE",335000000,Particular,78,78,Calle 103 No. 52,"78,00 m2",2,2,16 a 30 años,23.0,5,440000,Pasadena,5,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",0.0,0.0,4294871.79,1,0,1/16/2021 2:42:43 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6012640.aspx
218,CAAL acompañamiento inmobiliario,Venta,Apartamento,"PASADENA,  NUEVO Área:125 m2,  Piso 4 Exterior con Balcón y vista a Parque, Sala comedor muy amplia (con chimenea a gas),  3 Habitaciones (La Principal con su Baño y Vestier), 3 Baños incluido el social, Cocina abierta con barra, Patio de ropas independiente, 2 Parqueaderos el línea,  1 Depositó amplio,  Zonas Comunes: Terraza Sky BBQ,  Terraza con juegos para niños, Salón comunal, Salón de juegos para niños Gimnasio, Teatrino, 12 parqueaderos de visitantes, Dos (2) ascensores,  Planta Electrica. Admon $691 Mil.",895000000,Professional,125,125,calle 104a  47A-06,"125,00 m2",3,3,Menos de 1 año,0.5,4,691000,Pasadena,4,2,,4.69232988357544,-74.0589370727539,7160000.0,0,0,1/26/2021 9:50:45 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5940921.aspx
219,Gama Consulting SAS,Venta,Apartamento,"espectacular apartamento moderno  en pasadena de 60 mts  cuenta con cocina americana,  sala-comedor,  estudio,  balcón,  zona de lavandería y baño auxiliar. El edificio cuenta con seguridad 24/7,  salon comunal,  salon para reuniones,  área de lavanderia. Precio: 370.000.000 NEG. Administración 270.000.",370000000,Professional,60,60,Carrera 51 # 104B - 86,"60,00 m2",1,2,1 a 8 años,4.5,6,270000,Pasadena,6,1,"Interiores$Balcón, Baño Auxiliar, Cableado de Red, Citófono, Closet, Cocina Integral, Cocina tipo Americano, Comedor, Depósito / Bodega, Escalera de Emergencia, Estudio, Hall de Alcobas, Piso en Madera, Puerta de seguridad, Zona de lavandería|Exteriores$Auditorio, Cancha de Baloncesto, Cancha de Futbol, Circuito cerrado de TV, En conjunto cerrado, Garaje Cubierto, Parqueadero Visitantes, Planta Eléctrica, Portería / Vigilancia, Salón Comunal, Tanques de Agua, Vigilancia privada 24*7|del Sector$Cómodas vias de acceso, Parques cercanos, Sobre vía secundaria, Supermercados / C.Comerciales, Zona Residencial",4.693999767303469,-74.0609970092773,6166666.67,0,1,2/10/2021 6:00:43 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5992689.aspx
220,Inmobiliaria Rexos SAS,Venta,Apartamento,"Vendo Apartamento edificio  en pasadena exterior,  dos parqueaderos en linea,  un deposito amplio,  4 piso,  pisos en madera laminada y cerámica,  excelente vista,  tres habitaciones tres baños, estudio,  cocina integral cerrada,  chimenea,  asensor sobre la kra 53 cerca  romí, calle 100 , cc Iserra,  cerca transporte publico.",439000000,Professional,108,108,kra 53  103B86,"108,00 m2",3,3,9 a 15 años,12.0,4,615000,Pasadena,4,2,"Interiores$Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Vigilancia, Vista panorámica, Vivienda Bifamiliar, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano",4.69245195388794,-74.0627670288086,4064814.81,1,1,1/14/2021 3:08:33 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4797430.aspx
221,eduardo quintero,Venta,Apartamento,"Amplio e iluminado apartamento completamento remodelado con acabados de lujo, tiene 3 alcobas, más cuarto del servicio, 4 baños, 2 parqueaderos y depósito. Venta directa.contacto trescientos, dos cero dos, cuatro dos, cinco seis. ",590000000,Particular,120,120,KR 51  104 B - 14,"120,00 m2",3,4,1 a 8 años,4.5,3,715000,Pasadena,3,2,"Interiores$Baño Auxiliar, Citófono, Cocina Integral, Cuarto de servicio, Depósito / Bodega, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.693560123443599,-74.0615234375,4916666.67,1,1,3/2/2021 11:17:42 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6004028.aspx
222,PADS,Venta,Apartamento,"PADS te presenta en venta para estrenar un acogedor apartamento en un sector renovado y de gran valorización,  Pasadena. Tiene excelente accesos,  ya que posee una ágil conexión con la autopista norte,  la Calle 100 y la Av. Suba,  lo que te permitirá fáciles egresos.   Se trata de un apartamento con un moderno,  con excelentes acabados de madera y un gran ingreso de luz durante todo el día,  al ser exterior y estar ubicado en un piso alto.   El área social se conjuga exquisitamente con una moderna cocina estilo americano,  donde se destaca una amplia barra que te servirá para compartir gratos momentos durante todo el día.  El apartamento cuenta con  dos confortables habitaciones,  la principal posee baño privado. Para destacar,  tiene dos parqueaderos en linea,  algo muy solicitado hoy en día.   En el edificio encontrarás excelentes amenidades,  entre las que podemos destacar un sector para entretenimiento de niños,  sala de cine,  salón de reuniones,  gimnasio,  Dos terrazas una para.",745500000,Professional,105,105,CL 104 A 47 A 6,"105,00 m2",2,2,1 a 8 años,4.5,8,550000,Pasadena,8,2,"Interiores$Balcón, Calentador, Chimenea, Citófono, Closet, Cocina tipo Americano, Depósito / Bodega, Escalera de Emergencia, Estudio, Instalación de gas, Piso en Madera, Zona de lavandería|Exteriores$Ascensor, Caldera, Gimnasio, Oficina de negocios, Parqueadero Visitantes, Portería / Vigilancia, Tanques de Agua, Vigilancia 24x7, Vigilancia privada 24*7, Zona Infantil|del Sector$Bombas de gasolina, Cómodas vias de acceso, Parques cercanos, Sobre vía secundaria, Trans. Público cercano, Zona Residencial",4.69199991226196,-74.0589981079102,7100000.0,1,1,3/26/2021 10:46:51 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5376991.aspx
223,Bogotá Real Estate,Venta,Apartamento,"EN PASADENA VENDO, apartamento  NUEVO,  a muy buen precio y en zona de expansión ,  alta valorización.  Espectacular apartamento 105mts,  piso 8,   vista exterior - al parque -. Diseño de vanguardia,  3 alcobas (convertido en 2 grandes cuartos con capacidad de volver a modelo original 3),  2 baños completos ,  sala comedor,  cocina integral abierta y espaciosa y dos garajes en línea ,  estrato 5. Áreas sociales : tres terrazas (una piso 12 ,  otra con bbq en piso 7 y otra en piso 4 con juegos de niños), .",745500000,Professional,105,105,CALLE 104a No 74a-06,"105,00 m2",3,2,Menos de 1 año,0.5,8,400000,Pasadena,8,2,"Interiores$Alarma, Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Patio, Sauna / Turco / Jacuzzi, Zona de lavandería|Exteriores$Ascensor, Caldera, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardín, Parqueadero Visitantes, Piscina, Portería / Recepción, Salón Comunal, Salón de Juegos, Terraza, Vigilancia, Vista panorámica, Vivienda Bifamiliar, Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial|#Apartamento#$Loft",0.0,0.0,7100000.0,1,1,1/12/2021 3:52:02 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5490097.aspx
224,SINERGIA Y SOLUCIONES SEGUROS LTDA,Venta,Apartamento,"Hermoso Apartamento en Pasadena de 110 Mt2. Tiene: Sala-Comedor,  Cocina Integral,  3 Habitaciones,  2 Baños (1 Social y 1 de la Habitacion Principal),  Cocina y Terraza Interna. El conjunto tiene: Ascensor,  Vigilancia 24 Horas,  Salon Comunal y Parqueadero para Visitantes. Cercano a: Centro Comercial PuenteLargo,  Niza y Parque la Colina,  Carulla,  Exito y Diversas Clinicas. Cerca de importantes vias como: Autopista,  Av Suba,  Calle 100 y Calle 127..",450000000,Professional,110,110,Carrera 50  103,,3,2,16 a 30 años,23.0,5,670000,Pasadena,5,2,"Interiores$Baño Auxiliar, Baño de Servicio, Calentador, Citófono, Cocina Integral, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Supermercados / C.Comerciales, Trans. Público cercano|#Apartamento#$Duplex",4.74334001541138,-74.09478759765629,4090909.09,1,0,1/16/2021 11:35:00 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6013865.aspx
225,Luis Soto y CIA S.A,Venta,Apartamento,"Se vende excelente apartamento en Pasadena,  iluminado,  60 mts,  2 alcobas con closet,  2 baños,  cocina integral,  sala comedor,  chimenea,  cuarto de servicio,  zona de lavandería,  pisos en cerámica,  ascensor,  con muy buena ubicación,  zona muy tranquila y segura,  cerca a supermercados,  zona bancaria,  vigilancia 24 horas..",320000000,Professional,60,60,Carrera 50 # 103B - 61 Apto 203 Edificio Sahambala,"60,00 m2",2,2,16 a 30 años,23.0,0,375000,Pasadena,0,1,"Interiores$Baño Auxiliar, Citófono, Closet, Cocina Integral, Instalación de gas|Exteriores$Ascensor, En conjunto cerrado, Portería / Vigilancia, Vigilancia privada 24*7|del Sector$Cómodas vias de acceso, Parques cercanos, Trans. Público cercano, Zona Residencial",4.69299983978271,-74.0609970092773,5333333.33,1,0,2/18/2021 3:24:43 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6058210.aspx
226,ana carolina molina villar,Venta,Apartamento,Es como una casa en un edificio toda vez que se trata de un apartamento duplex con áreas amplias e independientes Está conformado por un balcón sala y comedor cuatro 4 habitaciones y cuatro 4 baños sumado a una bodega Cocina integral y zona de lavandería cuarto de servicio con baño interno La habitación principal y el balcón tienen vista a los cerros También cuenta con un altillo o guardilla muy amplío e iluminado Dos 2 garajes en línea y portería con vigilancia las 24 horas,585000000,Particular,120,120,Carrera 52 #106-83,,4,4,9 a 15 años,12.0,4,0,Pasadena,4,2,"Interiores$Balcón, Baño Auxiliar, Citófono, Cocina Integral, Cuarto de servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Zona Infantil, Zonas Verdes|del Sector$Parques cercanos, Sobre vía principal, Zona Residencial|#Apartamento#$Duplex",4.69588184356689,-74.06207275390629,4875000.0,0,1,1/21/2021 2:53:28 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5999389.aspx
227,Remax One,Venta,Apartamento,"Con excelente vista ,  este apartamento  con amplios espacios  linda vista por todos sus costados es una maravillosa alternativa , por ubicación y precio.  En su primer piso encontramos ,  salón  con chimenea ,  comedor , balcón ,  cocina ,  cuarto y baño de servicio ,  baño social  y una habitación grande con baño y balcón. En el segundo piso esta el estar de Tv. o estudio ,  tres habitaciones  ,  la habitación  principal con linda vista y balcón ,  baño ,  closet de pared a pared .Dos parqueaderos , un deposito. El edificio cuenta con recepción,   Salón social con terraza y BBQ. Barrio residencial el barrio Pasadena colinda con el barrio el Estoril - con excelentes vías de acceso ,  es una excelente alternativa por ubicación y accesibilidad y múltiple transporte . Cerca a la estación 100 de transmilenio,  Avenida  calle 100 ,  auto norte ,  avenida suba . Cerca a centros comerciales ,  supermercados ,  droguerías ,  centro de negocios avenida 100 ,  world trade center..",840000000,Professional,169,169,Calle 110 # 45 - 22,"138,00 m2",4,5,16 a 30 años,23.0,0,720000,Pasadena,0,2,"Interiores$Citófono, Cocina Integral, Comedor, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Puerta de seguridad, Zona de BBQ, Zona de lavandería|Exteriores$Ascensor, Bahía exterior de parqueo, Portería / Vigilancia, Salón Comunal, Vigilancia privada 24*7|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.68800020217896,-74.05799865722659,4970414.2,1,1,3/25/2021 4:29:46 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6059673.aspx
228,Consultores Inmobiliarios,Venta,Apartamento,"Vendo Apto en Pasadena Exterior,  iluminacion y ventilacion natural,  tercer piso sin ascensor,  amplio,  bien distribuido,  cuenta con tres alcobas con closet,  dos baños uno en alcoba ppal y otro en el hall,  cocina integral cerrada,  zona de lavanderia,  garaje propio cubierto,  excelente edificacion. Ubicacion de lo mejor cerca calle 100,  Av Suba,  Autopista norte,  Av 19,  cerca almacenes de cadena,  clinicas,  Universidades, etc. mayor informacion y citas .",310000000,Professional,72,72,Pasadena,"72,00 m2",3,2,Más de 30 años,40.0,3,510000,Pasadena,3,1,"Interiores$Baño Auxiliar, Baño Independiente, Citófono, Closet, Cocina Equipada, Cocina Integral, Depósito / Bodega, Hall de Alcobas, Zona de lavandería|Exteriores$Acceso Pavimentado, Circuito cerrado de TV, Cochera, Portería / Recepción, Salón Comunal, Vigilancia, Vista panorámica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69123315811157,-74.06129455566409,4305555.56,0,1,3/17/2021 3:29:03 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051157.aspx
229,ANGELO MARIN,Venta,Apartamento,"Apto 120 m2 con azotea 30m2 soleada, interior, piso 2 con ascensor,  3 hab, remodelado, 2 parqueaderos, depósito, vigilancia 24h, sector 4 estaciones de Transmilenio cerca, cerca bancos, Carulla, iglesia, body tech, parques de primera, excelente cultura ciudadana, cerca cll 100, autopista norte, suba, cll 116. Apto soleado, buena iluminación y silencioso. Cel 3 1 0- 801-76-73. Opción ceder leasing BBVA interés 0,7/mes ahorre gastos de escrituración. ",499000000,Particular,120,120,Cr 50 No.103b-82,"115,00 m2",3,3,16 a 30 años,23.0,2,420000,Pasadena,2,2,"Interiores$Alarma, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Patio, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Cancha de Squash, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Gimnasio, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69270992279053,-74.0609588623047,4158333.33,1,1,1/13/2021 10:49:36 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5996224.aspx
230,Maria Maria,Venta,Apartamento,Apartamento iluminado con excelentes acabados último piso dúplex estilo Japonés con luces automatizadas blackouts automatizados en habitaciones entrada al apartamento con huella biométrica ventana habitación principal insonorizada el apartamento tiene dos parqueaderos en línea y el edificio tiene ascensor vigilancia,510000000,Particular,101,101,cr 50  104 b ,,4,3,16 a 30 años,23.0,5,475000,Pasadena,5,2,"Interiores$Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Cuarto de servicio, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Salón Comunal, Vigilancia|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69362783432007,-74.0625305175781,5049504.95,1,1,1/31/2021 12:57:04 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5990157.aspx
231,Casa 360,Venta,Apartamento,"CODIGO: 3279FR046. En venta apartamento barrio Pasadena con muy buenos espacios e iluminación en todas sus áreas. 2 alcobas más estudio. Alcoba principal con baño. Baño para habitaciones y baño social. Sala-Comedor con chimenea. Amplia cocina integral con espacio para comedor auxiliar. Zona de ropas con techo corredizo. Remodelado hace 4 años el piso,  la cocina,  los baños,  tubería y redes eléctricas. Dos garajes y depósito. Shut de basuras. Estrato 5. Antigüedad 20 años. Cerca de colegios,  parques,  zonas verdes,  juegos infantiles,  centros comerciales,  vías de acceso y transporte público. .",600000000,Professional,116,116,Calle 107 A # 54 - 65,"110,00 m2",2,3,16 a 30 años,23.0,2,200000,Pasadena,2,2,"Interiores$Baño Auxiliar, Baño Independiente, Calentador, Chimenea, Citófono, Closet, Cocina Equipada, Cocina Integral, Comedor auxiliar, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Acceso Pavimentado, Árboles frutales, Canchas Deportivas, Cochera, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Portería / Recepción, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.696613788604741,-74.0642395019531,5172413.79,0,1,1/19/2021 11:41:23 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6021116.aspx
